Tahun.Akademik,Tanggal.Daftar,Program.Studi,Jumlah.Mhs,Jumlah.Grade.A,Jumlah.Grade.B,Jumlah.Grade.C,Jumlah.Grade.D,Kode.Sekolah,Nama.Sekolah,Nama.Kota,,,,,,
2010/2011,09-08-2010,SISTEM INFORMASI (S-1),1,0,0,1,0,10258023,SMA KATOLIK TRISAKTI,MEDAN,,,,,,
2010/2011,09-08-2010,SISTEM INFORMASI (S-1),1,0,0,0,1,10258023,SMA KATOLIK TRISAKTI,MEDAN,,,,,,
2010/2011,09-08-2010,SISTEM INFORMASI (S-1),1,0,0,0,1,10214138,SMAN 1 TANJUNG MORAWA,DELI SERDANG,,,,,,
2010/2011,09-08-2010,SISTEM INFORMASI (S-1),1,0,0,0,1,10214167,SMK S SINGOSARI,DELI SERDANG,,,,,,
2010/2011,09-08-2010,AKUNTANSI (S-1),1,0,0,1,0,10210856,SMAN 3 MEDAN,MEDAN,,,,,,
2010/2011,09-08-2010,MANAJEMEN (S-1),1,0,1,0,0,10210859,SMAN 6 MEDAN,MEDAN,,,,,,
2010/2011,09-08-2010,SISTEM INFORMASI (S-1),1,0,0,1,0,10210906,SMA S METHODIST 8,MEDAN,,,,,,
2010/2011,09-08-2010,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10210900,SMA S MARKUS,MEDAN,,,,,,
2010/2011,09-08-2010,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10210759,SMA S LAKSAMANA MARTADINATA,MEDAN,,,,,,
2010/2011,09-08-2010,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10210780,SMK (STM) S TELADAN MEDAN,MEDAN,,,,,,
2010/2011,09-08-2010,MANAJEMEN (S-1),1,0,1,0,0,10210714,SMA S HANG KESTURI,MEDAN,,,,,,
2010/2011,09-08-2010,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10000015,SMK TELKOM SANDHY PUTRA MEDAN,MEDAN,,,,,,
2010/2011,09-08-2010,TEKNIK INFORMATIKA (S-1),1,0,0,0,1,10000015,SMK TELKOM SANDHY PUTRA MEDAN,MEDAN,,,,,,
2010/2011,09-08-2010,TEKNIK INFORMATIKA (S-1),1,0,0,0,1,10000066,SMA N 1 BLANGPIDIE,ACEH BARAT DAYA,,,,,,
2010/2011,09-08-2010,SISTEM INFORMASI (S-1),1,0,1,0,0,10209396,SMAN 1 SEI RAMPAH,SERDANG BEDAGAI,,,,,,
2010/2011,09-08-2010,SISTEM INFORMASI (S-1),1,0,0,0,1,10209396,SMAN 1 SEI RAMPAH,SERDANG BEDAGAI,,,,,,
2010/2011,09-08-2010,SISTEM INFORMASI (S-1),1,0,1,0,0,20328866,SMAN 8 SEMARANG,KOTA SEMARANG,,,,,,
2010/2011,09-08-2010,SISTEM INFORMASI (S-1),1,0,1,0,0,10205374,SMA PANGLIMA POLEM R. PRAPAT,LABUHAN BATU,,,,,,
2010/2011,09-08-2010,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10210848,SMA S SUTOMO 1,MEDAN,,,,,,
2010/2011,09-08-2010,SISTEM INFORMASI (S-1),1,0,0,0,1,10210858,SMAN 5 MEDAN,MEDAN,,,,,,
2010/2011,09-08-2010,AKUNTANSI (S-1),1,0,1,0,0,10210903,SMA S METHODIST 2,MEDAN,,,,,,
2010/2011,10-08-2010,TEKNIK INFORMATIKA (S-1),1,0,0,0,1,10204242,SMA MITRA INALUM,ASAHAN,,,,,,
2010/2011,10-08-2010,TEKNIK INFORMATIKA (S-1),1,0,0,0,1,10201994,SMAN 1 BERASTAGI,KARO,,,,,,
2010/2011,10-08-2010,TEKNIK INFORMATIKA (S-1),1,0,0,0,1,10202791,SMAN 1 SILAU KAHEAN,SIMALUNGUN,,,,,,
2010/2011,10-08-2010,SISTEM INFORMASI (S-1),1,0,0,0,1,10000059,SMAN 1 PANCUR BATU,DELI SERDANG,,,,,,
2010/2011,10-08-2010,TEKNIK INFORMATIKA (S-1),1,0,0,0,1,10209561,MAN DOLOK MASIHUL,SERDANG BEDAGAI,,,,,,
2010/2011,10-08-2010,SISTEM INFORMASI (S-1),1,0,0,1,0,10220518,SMA SW ST FRANSISKUS,TAPANULI TENGAH,,,,,,
2010/2011,10-08-2010,SISTEM INFORMASI (S-1),1,0,0,0,1,10259130,SMA AL AZHAR MEDAN,MEDAN,,,,,,
2010/2011,10-08-2010,SISTEM INFORMASI (S-1),1,0,0,0,1,10212133,SMK HKBP SIBOLGA,SIBOLGA,,,,,,
2010/2011,10-08-2010,SISTEM INFORMASI (S-1),1,0,1,0,0,10211704,SMAN 2 PEMATANG SIANTAR,PEMATANG SIANTAR,,,,,,
2010/2011,10-08-2010,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10211592,SMKN 2 TEBING TINGGI,TEBING TINGGI,,,,,,
2010/2011,10-08-2010,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,20101631,SMA SANTO ANDREAS,JAKARTA BARAT,,,,,,
2010/2011,11-06-2010,SISTEM INFORMASI (S-1),1,0,0,1,0,10211291,SMA AHMAD YANI,BINJAI,,,,,,
2010/2011,11-06-2010,AKUNTANSI (S-1),3,0,3,0,0,10210831,SMA S WIYATA DHARMA,MEDAN,,,,,,
2010/2011,11-06-2010,SISTEM INFORMASI (S-1),1,0,0,1,0,10204080,SMK DIPONEGORO KISARAN,ASAHAN,,,,,,
2010/2011,11-06-2010,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10204227,SMA DIPONEGORO KISARAN,ASAHAN,,,,,,
2010/2011,11-06-2010,SISTEM INFORMASI (S-1),1,0,1,0,0,10204227,SMA DIPONEGORO KISARAN,ASAHAN,,,,,,
2010/2011,11-06-2010,SISTEM INFORMASI (S-1),1,0,0,1,0,10204227,SMA DIPONEGORO KISARAN,ASAHAN,,,,,,
2010/2011,11-06-2010,SISTEM INFORMASI (S-1),2,0,0,0,2,10214127,SMA METHODIST LUBUK PAKAM,DELI SERDANG,,,,,,
2010/2011,12-06-2010,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10000004,SMA TUNAS BARU BABALAN,LANGKAT,,,,,,
2010/2011,12-06-2010,SISTEM INFORMASI (S-1),1,0,0,1,0,10209424,SMA TELADAN,SERDANG BEDAGAI,,,,,,
2010/2011,12-06-2010,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10211704,SMAN 2 PEMATANG SIANTAR,PEMATANG SIANTAR,,,,,,
2010/2011,12-06-2010,SISTEM INFORMASI (S-1),1,0,1,0,0,10212200,SMA NURUL ILMI,PADANG SIDEMPUAN,,,,,,
2010/2011,12-07-2010,SISTEM INFORMASI (S-1),1,0,0,0,1,10211291,SMA AHMAD YANI,BINJAI,,,,,,
2010/2011,12-07-2010,SISTEM INFORMASI (S-1),1,0,1,0,0,10220288,SMA HKBP 2 TARUTUNG,TAPANULI UTARA,,,,,,
2010/2011,12-07-2010,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10257832,SMA GAJAH MADA DURIAN,MEDAN,,,,,,
2010/2011,12-07-2010,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10210705,SMA S DR.WAHIDIN S.HUSODO,MEDAN,,,,,,
2010/2011,12-07-2010,SISTEM INFORMASI (S-1),1,0,0,1,0,10210709,SMA S ERIA,MEDAN,,,,,,
2010/2011,12-07-2010,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10210756,SMA S JENDRAL SUDIRMAN,MEDAN,,,,,,
2010/2011,12-07-2010,SISTEM INFORMASI (S-1),1,0,0,0,1,10210910,SMA S PANCA BUDI,MEDAN,,,,,,
2010/2011,12-07-2010,SISTEM INFORMASI (S-1),1,0,0,0,1,10210856,SMAN 3 MEDAN,MEDAN,,,,,,
2010/2011,12-07-2010,AKUNTANSI (S-1),1,1,0,0,0,10210832,SMA S WR SUPRATMAN 2,MEDAN,,,,,,
2010/2011,12-07-2010,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10000006,SMAN 1 KEJURUAN MUDA,ACEH TAMIANG,,,,,,
2010/2011,12-07-2010,SISTEM INFORMASI (S-1),1,1,0,0,0,10000006,SMAN 1 KEJURUAN MUDA,ACEH TAMIANG,,,,,,
2010/2011,12-07-2010,SISTEM INFORMASI (S-1),1,0,0,1,0,10000038,SMA PANCA KARYA,LANGKAT,,,,,,
2010/2011,12-07-2010,SISTEM INFORMASI (S-1),1,0,0,0,1,10210745,SMA S KARTIKA I-2 MEDAN,MEDAN,,,,,,
2010/2011,12-07-2010,SISTEM INFORMASI (S-1),1,0,0,1,0,10210903,SMA S METHODIST 2,MEDAN,,,,,,
2010/2011,12-08-2010,SISTEM INFORMASI (S-1),1,0,0,0,1,10000042,SMK GRAFIKA BINA MEDIA,MEDAN,,,,,,
"2010/2011,12-08-2010,TEKNIK INFORMATIKA (S-1),1,0,0,0,1,10000067,""SMK DIPONEGORO, T. TINGGI"",TEBING TINGGI,,,,,,"
2010/2011,12-08-2010,SISTEM INFORMASI (S-1),1,0,0,1,0,10201321,SMA SAMANHUDI,LANGKAT,,,,,,
2010/2011,12-08-2010,TEKNIK INFORMATIKA (S-1),1,0,0,0,1,10204064,SMAN 1 KISARAN,ASAHAN,,,,,,
2010/2011,12-08-2010,SISTEM INFORMASI (S-1),1,0,0,1,0,10202004,SMA METHODIST BERASTAGI,KARO,,,,,,
2010/2011,12-08-2010,MANAJEMEN (S-1),1,0,0,1,0,10208948,SMAN 1 SIMANINDO,SAMOSIR,,,,,,
2010/2011,12-08-2010,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10208532,SMAN 1 SILAEN,TOBA SAMOSIR,,,,,,
2010/2011,12-08-2010,SISTEM INFORMASI (S-1),1,0,0,1,0,10210856,SMAN 3 MEDAN,MEDAN,,,,,,
2010/2011,12-08-2010,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10210859,SMAN 6 MEDAN,MEDAN,,,,,,
2010/2011,12-08-2010,SISTEM INFORMASI (S-1),1,0,0,0,1,10210864,SMAN 15 MEDAN,MEDAN,,,,,,
2010/2011,12-08-2010,SISTEM INFORMASI (S-1),1,0,0,0,1,10210902,SMA S METHODIST 1,MEDAN,,,,,,
2010/2011,12-08-2010,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10211074,SMKN 10 MEDAN,MEDAN,,,,,,
2010/2011,12-08-2010,SISTEM INFORMASI (S-1),1,0,0,1,0,10210977,SMKN 6 MEDAN,MEDAN,,,,,,
2010/2011,12-08-2010,SISTEM INFORMASI (S-1),1,0,0,0,1,10211279,SMK (SMEA) S METHODIST 8,MEDAN,,,,,,
2010/2011,12-08-2010,TEKNIK INFORMATIKA (S-1),1,0,0,0,1,10210754,SMA S ISLAM AL-ULUM MEDAN,MEDAN,,,,,,
2010/2011,12-08-2010,MANAJEMEN (S-1),1,0,0,0,1,10210781,SMK (SMEA) S TELADAN SUMATERA UTARA 1,MEDAN,,,,,,
2010/2011,12-08-2010,SISTEM INFORMASI (S-1),1,0,0,1,0,10210705,SMA S DR.WAHIDIN S.HUSODO,MEDAN,,,,,,
2010/2011,12-08-2010,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10214028,SMKN 1 PERCUT SEI TUAN,DELI SERDANG,,,,,,
2010/2011,12-08-2010,SISTEM INFORMASI (S-1),1,0,0,1,0,10212769,SMAS ST. XAVERIUS,NIAS,,,,,,
2010/2011,12-08-2010,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10258468,SMAN UNGGULAN SUKMA NIAS,NIAS,,,,,,
2010/2011,12-08-2010,AKUNTANSI (S-1),1,0,0,1,0,10211316,SMA METHODIST BINJAI,BINJAI,,,,,,
2010/2011,12-08-2010,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10211317,SMAN 2 BINJAI,BINJAI,,,,,,
2010/2011,12-08-2010,SISTEM INFORMASI (S-1),1,0,0,1,0,10212723,SMKN 1 BALIGE,TOBA SAMOSIR,,,,,,
2010/2011,12-08-2010,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10212025,SMAN 2 TANJUNG BALAI,TANJUNG BALAI,,,,,,
2010/2011,12-08-2010,SISTEM INFORMASI (S-1),1,0,0,0,1,10211697,SMA RK BINTANG TIMUR P. SIANTAR,PEMATANG SIANTAR,,,,,,
2010/2011,12-08-2010,SISTEM INFORMASI (S-1),1,0,0,0,1,10202652,SMA DUYN HOVEN,SIMALUNGUN,,,,,,
2010/2011,12-08-2010,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10210939,SMA S SANTO THOMAS 2 MEDAN,MEDAN,,,,,,
2010/2011,12-08-2010,SISTEM INFORMASI (S-1),1,0,0,0,1,10404968,SMA LKMD KANDIS,SIAK,,,,,,
2010/2011,13-07-2010,SISTEM INFORMASI (S-1),1,0,0,1,0,10210797,SMA S AN-NIZAM,MEDAN,,,,,,
2010/2011,13-07-2010,MANAJEMEN (S-1),1,0,0,0,1,10204227,SMA DIPONEGORO KISARAN,ASAHAN,,,,,,
2010/2011,13-07-2010,AKUNTANSI (S-1),1,0,0,0,1,10204227,SMA DIPONEGORO KISARAN,ASAHAN,,,,,,
2010/2011,13-07-2010,SISTEM INFORMASI (S-1),1,0,1,0,0,10403989,SMA KRISTEN KALAM KUDUS,PEKAN BARU,,,,,,
2010/2011,13-07-2010,TEKNIK INFORMATIKA (S-1),1,1,0,0,0,10401526,SMA 1 RENGAT,INDRAGIRI HULU,,,,,,
2010/2011,13-08-2010,SISTEM INFORMASI (S-1),1,0,0,0,1,10208927,SMK (STM) N 1 PALIPI,SAMOSIR,,,,,,
2010/2011,13-08-2010,TEKNIK INFORMATIKA (S-1),1,0,0,0,1,10201342,SMAN 1 KUALA,LANGKAT,,,,,,
2010/2011,13-08-2010,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10000015,SMK TELKOM SANDHY PUTRA MEDAN,MEDAN,,,,,,
2010/2011,13-08-2010,SISTEM INFORMASI (S-1),1,0,0,1,0,10000015,SMK TELKOM SANDHY PUTRA MEDAN,MEDAN,,,,,,
2010/2011,13-08-2010,SISTEM INFORMASI (S-1),1,0,0,0,1,10210705,SMA S DR.WAHIDIN S.HUSODO,MEDAN,,,,,,
2010/2011,13-08-2010,TEKNIK INFORMATIKA (S-1),1,0,0,0,1,10210403,MAN 1 MEDAN,MEDAN,,,,,,
2010/2011,13-08-2010,SISTEM INFORMASI (S-1),1,0,1,0,0,10210702,SMA S BUDDHIS BODHICITTA,MEDAN,,,,,,
2010/2011,13-08-2010,TEKNIK INFORMATIKA (S-1),1,0,0,0,1,10211279,SMK (SMEA) S METHODIST 8,MEDAN,,,,,,
2010/2011,13-08-2010,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10210873,SMAN 1 MEDAN,MEDAN,,,,,,
2010/2011,13-08-2010,SISTEM INFORMASI (S-1),1,0,0,0,1,10210856,SMAN 3 MEDAN,MEDAN,,,,,,
2010/2011,13-08-2010,SISTEM INFORMASI (S-1),1,0,0,1,0,10211697,SMA RK BINTANG TIMUR P. SIANTAR,PEMATANG SIANTAR,,,,,,
2010/2011,13-08-2010,TEKNIK INFORMATIKA (S-1),1,0,0,0,1,10211688,SMA KAMPUS FKIP NOMENSEN,PEMATANG SIANTAR,,,,,,
2010/2011,13-08-2010,SISTEM INFORMASI (S-1),1,0,0,0,1,10212133,SMK HKBP SIBOLGA,SIBOLGA,,,,,,
2010/2011,13-08-2010,SISTEM INFORMASI (S-1),1,0,1,0,0,10211316,SMA METHODIST BINJAI,BINJAI,,,,,,
2010/2011,13-08-2010,SISTEM INFORMASI (S-1),1,0,1,0,0,10403249,SMA PERG WAHIDIN BAA,ROKAN HILIR,,,,,,
2010/2011,13-08-2010,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10404031,SMAN 9 PEKANBARU,PEKAN BARU,,,,,,
2010/2011,13-08-2010,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10210848,SMA S SUTOMO 1,MEDAN,,,,,,
2010/2011,14-06-2010,AKUNTANSI (S-1),1,1,0,0,0,10210836,SMA S SUTOMO 2,MEDAN,,,,,,
2010/2011,14-06-2010,SISTEM INFORMASI (S-1),1,0,1,0,0,10211069,SMK (STM) S BINA KARYA,MEDAN,,,,,,
2010/2011,14-06-2010,SISTEM INFORMASI (S-1),1,0,1,0,0,10210831,SMA S WIYATA DHARMA,MEDAN,,,,,,
2010/2011,14-06-2010,SISTEM INFORMASI (S-1),1,0,0,1,0,10000019,SMA CHANDRA KUSUMA,MEDAN,,,,,,
2010/2011,14-07-2010,SISTEM INFORMASI (S-1),1,0,0,0,1,10205386,SMAN 1 PANAI TENGAH,LABUHAN BATU,,,,,,
2010/2011,14-07-2010,SISTEM INFORMASI (S-1),1,0,0,1,0,10210747,SMA S HARAPAN MANDIRI,MEDAN,,,,,,
2010/2011,14-07-2010,SISTEM INFORMASI (S-1),1,0,0,0,1,10210865,SMAN 14 MEDAN,MEDAN,,,,,,
2010/2011,14-07-2010,SISTEM INFORMASI (S-1),1,0,0,0,1,10257832,SMA GAJAH MADA DURIAN,MEDAN,,,,,,
2010/2011,14-07-2010,SISTEM INFORMASI (S-1),1,0,1,0,0,10403248,SMA PEMBANGUNAN,ROKAN HILIR,,,,,,
2010/2011,14-08-2010,SISTEM INFORMASI (S-1),1,0,0,0,1,10220863,SMKN 1 RANTAU UTARA (SMEA),LABUHAN BATU,,,,,,
2010/2011,14-08-2010,SISTEM INFORMASI (S-1),1,0,0,1,0,10214138,SMAN 1 TANJUNG MORAWA,DELI SERDANG,,,,,,
2010/2011,14-08-2010,SISTEM INFORMASI (S-1),1,0,0,0,1,10211293,SMA GAJAH MADA BRAHRANG,BINJAI,,,,,,
2010/2011,14-08-2010,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10211533,SMA F.TANDEAN,TEBING TINGGI,,,,,,
2010/2011,14-08-2010,SISTEM INFORMASI (S-1),1,0,0,1,0,10211891,MAN PEMATANG SIANTAR,PEMATANG SIANTAR,,,,,,
2010/2011,14-08-2010,SISTEM INFORMASI (S-1),1,0,1,0,0,10210730,SMA S HANG TUAH,MEDAN,,,,,,
2010/2011,14-08-2010,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10210723,SMA S BUDI UTOMO,MEDAN,,,,,,
2010/2011,14-08-2010,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10204227,SMA DIPONEGORO KISARAN,ASAHAN,,,,,,
2010/2011,14-08-2010,MANAJEMEN (S-1),1,0,0,1,0,10204227,SMA DIPONEGORO KISARAN,ASAHAN,,,,,,
2010/2011,14-08-2010,TEKNIK INFORMATIKA (S-1),1,0,0,0,1,10205368,SMA ST YOSEPH AEK KANOPAN,LABUHAN BATU,,,,,,
2010/2011,14-08-2010,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10208950,SMAN 1 PANGURURAN,SAMOSIR,,,,,,
2010/2011,14-08-2010,SISTEM INFORMASI (S-1),1,0,1,0,0,10201321,SMA SAMANHUDI,LANGKAT,,,,,,
2010/2011,14-08-2010,AKUNTANSI (S-1),1,0,1,0,0,10210903,SMA S METHODIST 2,MEDAN,,,,,,
2010/2011,15-05-2010,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10210780,SMK (STM) S TELADAN MEDAN,MEDAN,,,,,,
2010/2011,15-06-2010,SISTEM INFORMASI (S-1),1,0,0,0,1,10000021,SMA RA. KARTINI SEI RAMPAH,SERDANG BEDAGAI,,,,,,
2010/2011,15-06-2010,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10202004,SMA METHODIST BERASTAGI,KARO,,,,,,
2010/2011,15-06-2010,TEKNIK INFORMATIKA (S-1),1,0,0,0,1,10219089,SMU SINAR HUSNI,DELI SERDANG,,,,,,
2010/2011,15-07-2010,SISTEM INFORMASI (S-1),1,0,0,1,0,10220545,SMAN 1 SIBORONGBORONG,TAPANULI UTARA,,,,,,
2010/2011,15-07-2010,MANAJEMEN (S-1),1,0,0,1,0,10000002,SMA TRI RATNA,SIBOLGA,,,,,,
2010/2011,15-07-2010,SISTEM INFORMASI (S-1),2,0,0,0,2,10000001,SMA F. TANDEAN,TEBING TINGGI,,,,,,
2010/2011,15-07-2010,SISTEM INFORMASI (S-1),1,0,0,1,0,10210798,SMA S ANGKASA 1 LANUD MEDAN,MEDAN,,,,,,
2010/2011,15-07-2010,SISTEM INFORMASI (S-1),1,0,0,1,0,10210717,SMA S DHARMA PANCASILA,MEDAN,,,,,,
2010/2011,15-07-2010,AKUNTANSI (S-1),1,0,1,0,0,10210848,SMA S SUTOMO 1,MEDAN,,,,,,
2010/2011,15-07-2010,SISTEM INFORMASI (S-1),1,0,1,0,0,10210903,SMA S METHODIST 2,MEDAN,,,,,,
2010/2011,15-07-2010,AKUNTANSI (S-1),1,0,0,1,0,11002033,SMAS MAHA BODHI,KARIMUN,,,,,,
2010/2011,15-09-2010,SISTEM INFORMASI (S-1),1,0,0,1,0,10210766,SMKN 9 MEDAN,MEDAN,,,,,,
2010/2011,15-09-2010,SISTEM INFORMASI (S-1),1,0,1,0,0,10211279,SMK (SMEA) S METHODIST 8,MEDAN,,,,,,
2010/2011,15-09-2010,SISTEM INFORMASI (S-1),1,0,0,1,0,10210902,SMA S METHODIST 1,MEDAN,,,,,,
2010/2011,15-09-2010,SISTEM INFORMASI (S-1),1,0,0,0,1,10100171,SMA PUPUK ISKANDAR MUDA,ACEH BESAR,,,,,,
2010/2011,15-09-2010,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10214134,SMAN 1 L. PAKAM,DELI SERDANG,,,,,,
2010/2011,15-09-2010,TEKNIK INFORMATIKA (S-1),1,0,0,0,1,10259248,SMA KRISTEN IMMANUEL,MEDAN,,,,,,
2010/2011,15-09-2010,SISTEM INFORMASI (S-1),1,0,0,0,1,10405547,SMAN 2 BAGAN SINEMBAH,ROKAN HILIR,,,,,,
2010/2011,15-09-2010,MANAJEMEN (S-1),2,2,0,0,0,10210903,SMA S METHODIST 2,MEDAN,,,,,,
2010/2011,16-06-2010,MANAJEMEN (S-1),1,0,0,0,1,10210926,SMA S PRAYATNA,MEDAN,,,,,,
2010/2011,16-06-2010,AKUNTANSI (S-1),1,0,1,0,0,10210832,SMA S WR SUPRATMAN 2,MEDAN,,,,,,
2010/2011,16-07-2010,SISTEM INFORMASI (S-1),1,0,0,1,0,10210838,SMA S SRIWIJAYA,MEDAN,,,,,,
2010/2011,16-07-2010,SISTEM INFORMASI (S-1),1,0,0,0,1,10211094,SMK (STM) S MULTI KARYA MEDAN,MEDAN,,,,,,
2010/2011,16-07-2010,SISTEM INFORMASI (S-1),1,0,0,0,1,10210766,SMKN 9 MEDAN,MEDAN,,,,,,
2010/2011,16-07-2010,SISTEM INFORMASI (S-1),1,0,1,0,0,10210725,SMA S CAHAYA,MEDAN,,,,,,
2010/2011,16-07-2010,MANAJEMEN (S-1),1,1,0,0,0,10210702,SMA S BUDDHIS BODHICITTA,MEDAN,,,,,,
2010/2011,16-07-2010,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10204227,SMA DIPONEGORO KISARAN,ASAHAN,,,,,,
2010/2011,16-07-2010,MANAJEMEN (S-1),1,0,1,0,0,10212022,SMA SISINGAMANGARAJA,TANJUNG BALAI,,,,,,
2010/2011,16-07-2010,AKUNTANSI (S-1),4,0,0,4,0,10212022,SMA SISINGAMANGARAJA,TANJUNG BALAI,,,,,,
2010/2011,16-08-2010,SISTEM INFORMASI (S-1),1,0,0,1,0,10202773,SMAN 1 SIANTAR,SIMALUNGUN,,,,,,
2010/2011,16-08-2010,AKUNTANSI (S-1),1,0,0,1,0,10202767,SMAN 1 BANDAR,SIMALUNGUN,,,,,,
2010/2011,16-08-2010,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10000015,SMK TELKOM SANDHY PUTRA MEDAN,MEDAN,,,,,,
2010/2011,16-08-2010,SISTEM INFORMASI (S-1),1,0,1,0,0,10210714,SMA S HANG KESTURI,MEDAN,,,,,,
2010/2011,16-08-2010,SISTEM INFORMASI (S-1),1,0,0,1,0,10210848,SMA S SUTOMO 1,MEDAN,,,,,,
2010/2011,16-08-2010,SISTEM INFORMASI (S-1),1,0,0,1,0,10219919,SMA HARAPAN 3 DELI TUA,DELI SERDANG,,,,,,
2010/2011,16-09-2010,TEKNIK INFORMATIKA (S-1),1,0,0,0,1,10210766,SMKN 9 MEDAN,MEDAN,,,,,,
2010/2011,16-09-2010,TEKNIK INFORMATIKA (S-1),1,1,0,0,0,10210831,SMA S WIYATA DHARMA,MEDAN,,,,,,
2010/2011,16-09-2010,SISTEM INFORMASI (S-1),1,0,0,0,1,10210836,SMA S SUTOMO 2,MEDAN,,,,,,
2010/2011,16-09-2010,SISTEM INFORMASI (S-1),1,0,0,1,0,10000015,SMK TELKOM SANDHY PUTRA MEDAN,MEDAN,,,,,,
2010/2011,16-09-2010,SISTEM INFORMASI (S-1),1,0,0,1,0,10000007,SMA METHODIST PERDAGANGAN,SIMALUNGUN,,,,,,
2010/2011,16-09-2010,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10212116,SMAN 1 SIBOLGA,SIBOLGA,,,,,,
2010/2011,16-09-2010,MANAJEMEN (S-1),1,1,0,0,0,10210903,SMA S METHODIST 2,MEDAN,,,,,,
2010/2011,16-09-2010,SISTEM INFORMASI (S-1),1,0,0,0,1,10212024,SMAN 1 TANJUNG BALAI,TANJUNG BALAI,,,,,,
2010/2011,17-06-2010,AKUNTANSI (S-1),1,0,0,1,0,10211534,SMA IR.H.DJUANDA,TEBING TINGGI,,,,,,
2010/2011,17-06-2010,SISTEM INFORMASI (S-1),1,0,1,0,0,10211537,SMA NUSANTARA,TEBING TINGGI,,,,,,
2010/2011,17-06-2010,SISTEM INFORMASI (S-1),2,0,0,2,0,10211537,SMA NUSANTARA,TEBING TINGGI,,,,,,
2010/2011,17-06-2010,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10000002,SMA TRI RATNA,SIBOLGA,,,,,,
2010/2011,17-06-2010,TEKNIK INFORMATIKA (S-1),1,0,0,0,1,10208953,SMA ST. MIKHAEL PANGURURAN,SAMOSIR,,,,,,
2010/2011,17-06-2010,TEKNIK INFORMATIKA (S-1),1,1,0,0,0,10210848,SMA S SUTOMO 1,MEDAN,,,,,,
2010/2011,17-06-2010,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10210903,SMA S METHODIST 2,MEDAN,,,,,,
2010/2011,17-06-2010,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10210903,SMA S METHODIST 2,MEDAN,,,,,,
2010/2011,17-06-2010,SISTEM INFORMASI (S-1),1,0,0,1,0,10210903,SMA S METHODIST 2,MEDAN,,,,,,
2010/2011,17-07-2010,MANAJEMEN (S-1),1,0,1,0,0,10107083,SMAN 1 BIREUEN,BIREUEN,,,,,,
2010/2011,17-07-2010,SISTEM INFORMASI (S-1),1,1,0,0,0,10210714,SMA S HANG KESTURI,MEDAN,,,,,,
2010/2011,17-07-2010,MANAJEMEN (S-1),2,0,2,0,0,10211291,SMA AHMAD YANI,BINJAI,,,,,,
2010/2011,17-07-2010,AKUNTANSI (S-1),1,0,1,0,0,10211291,SMA AHMAD YANI,BINJAI,,,,,,
2010/2011,17-07-2010,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10211291,SMA AHMAD YANI,BINJAI,,,,,,
2010/2011,17-07-2010,SISTEM INFORMASI (S-1),1,0,0,1,0,10211711,SMA SULTAN AGUNG,PEMATANG SIANTAR,,,,,,
2010/2011,17-07-2010,SISTEM INFORMASI (S-1),1,0,0,0,1,10211711,SMA SULTAN AGUNG,PEMATANG SIANTAR,,,,,,
